ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-12-18,3.8166565970378685,3.6605456067110005,4.013859289438452,3.8166565970378685,3.8166565970378685,0.02414654104493318,0.02414654104493318,0.02414654104493318,0.02414654104493318,0.02414654104493318,0.02414654104493318,0.0,0.0,0.0,3.840803138082802
2023-12-25,3.817922769478353,3.6338465183191464,3.9916964751817523,3.817922769478353,3.817922769478353,0.0030975563546052484,0.0030975563546052484,0.0030975563546052484,0.0030975563546052484,0.0030975563546052484,0.0030975563546052484,0.0,0.0,0.0,3.8210203258329583
2024-01-01,3.8191889351609567,3.612238140857892,3.962843825617569,3.8191889351609567,3.8191889351609567,-0.03491995864994345,-0.03491995864994345,-0.03491995864994345,-0.03491995864994345,-0.03491995864994345,-0.03491995864994345,0.0,0.0,0.0,3.7842689765110133
2024-01-08,3.82045510084356,3.5727982039806063,3.9023128711406336,3.82045510084356,3.82045510084356,-0.08346559799861085,-0.08346559799861085,-0.08346559799861085,-0.08346559799861085,-0.08346559799861085,-0.08346559799861085,0.0,0.0,0.0,3.736989502844949
2024-01-15,3.821721266526164,3.5197646732132744,3.8828692964966134,3.821721266526164,3.821721266526164,-0.13441264394135286,-0.13441264394135286,-0.13441264394135286,-0.13441264394135286,-0.13441264394135286,-0.13441264394135286,0.0,0.0,0.0,3.687308622584811
2024-01-22,3.8229874322087674,3.4490277137612733,3.814432239911837,3.8229874322087674,3.8229874322087674,-0.18354128241344925,-0.18354128241344925,-0.18354128241344925,-0.18354128241344925,-0.18354128241344925,-0.18354128241344925,0.0,0.0,0.0,3.639446149795318
2024-01-29,3.824253597528968,3.4145544807351333,3.7638978176852436,3.824253597528968,3.824253597528968,-0.231231238572409,-0.231231238572409,-0.231231238572409,-0.231231238572409,-0.231231238572409,-0.231231238572409,0.0,0.0,0.0,3.593022358956559
2024-02-05,3.8255197628491686,3.3774078141174453,3.7191133172353568,3.8255197628491686,3.8255197628491686,-0.2789143160574668,-0.2789143160574668,-0.2789143160574668,-0.2789143160574668,-0.2789143160574668,-0.2789143160574668,0.0,0.0,0.0,3.546605446791702
2024-02-12,3.8267859281693695,3.318228738613747,3.691741635165484,3.8267859281693695,3.8267859281693695,-0.3233552822428884,-0.3233552822428884,-0.3233552822428884,-0.3233552822428884,-0.3233552822428884,-0.3233552822428884,0.0,0.0,0.0,3.503430645926481
2024-02-19,3.82805209348957,3.2908156771392174,3.649762393073535,3.82805209348957,3.82805209348957,-0.35298138280955654,-0.35298138280955654,-0.35298138280955654,-0.35298138280955654,-0.35298138280955654,-0.35298138280955654,0.0,0.0,0.0,3.475070710680013
2024-02-26,3.8293182588097707,3.2985755746793353,3.651262939612802,3.8293182588097707,3.8293182588097707,-0.3519405294951787,-0.3519405294951787,-0.3519405294951787,-0.3519405294951787,-0.3519405294951787,-0.3519405294951787,0.0,0.0,0.0,3.477377729314592
2024-03-04,3.830584424129971,3.3475481356129606,3.705176427702455,3.830584424129971,3.830584424129971,-0.3125855732880645,-0.3125855732880645,-0.3125855732880645,-0.3125855732880645,-0.3125855732880645,-0.3125855732880645,0.0,0.0,0.0,3.5179988508419067
